C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_06_552.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_06_552.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_06_552.jpg, 0, 0, 0, 7.846047E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_06_654.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_06_654.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_06_654.jpg, 0, 0, 0, 7.793096E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_06_755.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_06_755.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_06_755.jpg, 0, 0, 0, 7.800801E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_06_855.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_06_855.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_06_855.jpg, 0, 0, 0, 7.854582E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_06_956.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_06_956.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_06_956.jpg, 0, 0, 0, 7.789569E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_057.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_057.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_057.jpg, 0, 0, 0, 7.839235E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_159.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_159.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_159.jpg, 0, 0, 0, 7.776604E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_260.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_260.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_260.jpg, 0, 0, 0, 7.82457E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_361.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_361.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_361.jpg, 0, 0, 0, 7.839742E-05
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_461.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_461.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_461.jpg, 0, 0.1551051, 0, 0.09284807
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_563.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_563.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_563.jpg, 0, 0.4493972, 0, 0.4324039
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_664.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_664.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_664.jpg, 0, 0.7530378, 0, 1.214705
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_767.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_767.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_767.jpg, 0, 1, 0, 2.555039
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_866.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_866.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_866.jpg, 0, 1, 0, 3.727053
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_07_966.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_07_966.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_07_966.jpg, 0, 1, 0, 4.896791
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_067.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_067.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_067.jpg, 0, 1, 0, 6.053827
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_170.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_170.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_170.jpg, 0, 1, 0, 7.199673
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_271.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_271.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_271.jpg, -0.0200574, 1, 0, 8.334328
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_371.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_371.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_371.jpg, -0.3209496, 1, 0, 9.429734
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_472.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_472.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_472.jpg, -0.3832739, 1, 0, 10.48767
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_572.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_572.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_572.jpg, -0.07804523, 0.7025548, 0, 11.49619
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_673.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_673.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_673.jpg, 0, 0.4031635, 0, 12.03643
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_775.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_775.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_775.jpg, -0.0825309, 0.1190173, 0, 12.11825
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_875.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_875.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_875.jpg, -0.3844632, 0.4209497, 0, 12.17482
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_08_976.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_08_976.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_08_976.jpg, -0.6854119, 0.7218984, 0, 12.82864
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_078.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_078.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_078.jpg, -0.6467143, 0.7795176, 0, 13.40105
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_180.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_180.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_180.jpg, -0.3461494, 0.4789528, 0, 14.31733
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_282.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_282.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_282.jpg, -0.05064305, 0.1834465, 0, 14.0525
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_383.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_383.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_383.jpg, -0.2561785, 0.1884247, 0, 14.516
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_487.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_487.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_487.jpg, -0.2088808, 0.2433694, 0, 14.73281
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_586.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_586.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_586.jpg, 0, 0, 0, 14.26407
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_688.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_688.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_688.jpg, 0, 0, 0, 14.66027
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_790.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_790.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_790.jpg, -0.0728268, 0.1464651, 0, 13.99757
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_892.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_892.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_892.jpg, -0.3717483, 0.4453866, 0, 14.60253
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_09_993.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_09_993.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_09_993.jpg, -0.3892413, 0.315222, 0, 14.58341
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_093.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_093.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_093.jpg, -0.08921485, 0.01519553, 0, 15.02986
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_193.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_193.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_193.jpg, 0, 0, 0, 14.32255
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_294.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_294.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_294.jpg, 0, 0.0560337, 0, 14.76061
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_396.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_396.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_396.jpg, 0, 0.1738644, 0, 14.24566
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_498.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_498.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_498.jpg, 0, 0, 0, 14.72685
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_600.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_600.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_600.jpg, 0, 0.1388265, 0, 14.04638
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_703.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_703.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_703.jpg, 0, 0.4427445, 0, 14.75615
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_804.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_804.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_804.jpg, 0, 0.7447453, 0, 15.09533
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_10_906.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_10_906.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_10_906.jpg, -0.3064281, 1, 0, 16.2601
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_007.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_007.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_007.jpg, -0.2467107, 0.7697657, 0, 17.18095
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_108.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_108.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_108.jpg, 0, 0.4745784, 0, 17.72366
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_211.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_211.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_211.jpg, -0.0805851, 0.1756367, 0, 17.92486
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_310.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_310.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_310.jpg, -0.380523, 0.2915246, 0, 17.89937
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_412.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_412.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_412.jpg, -0.2739338, 0.3726137, 0, 18.16813
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_513.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_513.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_513.jpg, 0, 0.07578897, 0, 18.26622
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_616.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_616.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_616.jpg, 0, 0, 0, 18.00705
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_716.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_716.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_716.jpg, 0, 0.2700513, 0, 18.03623
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_818.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_818.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_818.jpg, -0.229182, 0.5686287, 0, 18.31712
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_11_918.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_11_918.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_11_918.jpg, -0.1026182, 0.346285, 0, 18.72119
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_020.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_020.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_020.jpg, 0, 0.04076236, 0, 18.73444
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_123.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_123.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_123.jpg, 0, 0, 0, 18.57264
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_223.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_223.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_223.jpg, 0, 0.24912, 0, 18.46979
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_323.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_323.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_323.jpg, -0.146685, 0.5492544, 0, 18.80521
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_425.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_425.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_425.jpg, -0.2175724, 0.7711813, 0, 19.57905
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_528.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_528.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_528.jpg, 0, 0.4725871, 0, 20.1
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_630.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_630.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_630.jpg, 0, 0.1669283, 0, 20.31625
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_731.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_731.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_731.jpg, 0, 0.317582, 0, 20.30657
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_833.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_833.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_833.jpg, 0, 0.6156593, 0, 20.67868
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_12_933.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_12_933.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_12_933.jpg, 0, 0.9168145, 0, 21.40377
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_035.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_035.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_035.jpg, 0, 0.7393379, 0, 22.25667
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_136.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_136.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_136.jpg, 0, 0.4392936, 0, 22.7534
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_240.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_240.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_240.jpg, 0, 0.2384946, 0, 22.87409
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_339.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_339.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_339.jpg, -0.1940556, 0.5334237, 0, 23.10287
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_442.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_442.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_442.jpg, -0.4619592, 0.6946426, 0, 23.55227
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_543.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_543.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_543.jpg, -0.158299, 0.3909824, 0, 23.95449
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_644.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_644.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_644.jpg, 0, 0.09157605, 0, 23.9988
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_744.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_744.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_744.jpg, -0.1077756, 0, 0, 23.7655
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_846.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_846.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_846.jpg, -0.2485527, 0.2608272, 0, 23.56226
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_13_949.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_13_949.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_13_949.jpg, 0, 0, 0, 23.47336
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_14_050.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_14_050.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_14_050.jpg, 0, 0, 0, 23.23177
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_14_151.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_14_151.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_14_151.jpg, 0, 0.2829504, 0, 23.15348
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_14_254.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_14_254.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_14_254.jpg, 0, 0.372049, 0, 23.40285
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_14_357.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_14_357.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_14_357.jpg, 0, 0.06521826, 0, 23.44343
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_14_458.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_14_458.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_14_458.jpg, 0, 0.0305169, 0, 23.2156
C:\Users\Admin\Desktop\self-driving\IMG\center_2021_03_11_21_15_14_560.jpg, C:\Users\Admin\Desktop\self-driving\IMG\left_2021_03_11_21_15_14_560.jpg, C:\Users\Admin\Desktop\self-driving\IMG\right_2021_03_11_21_15_14_560.jpg, 0, 0.3285495, 0, 23.19387
